colony,property_type,price_outer,price_per_sqft,Total Floors,Property Age,bedrooms,bathrooms,balconies,built_up_area,study room,servant room,store room,pooja room,others,view floor plan,furnishing_type,luxury_score,Overlooking_Categories
shirdipuram,Flat,95.0,4691,4.0,New Property,4,4,1,1574.1752715569264,0,0,0,0,1,0,0,27,Road Facing Homes
hoshangabad road,Flat,18.0,3000,3.0,Moderate Property,1,1,1,720.0,0,0,0,0,1,0,1,53,Amenity Facing Homes
katara hills,Flat,20.5,2562,6.0,Moderate Property,2,2,1,841.0,0,0,0,0,0,0,0,42,Amenity Facing Homes
shirdipuram,Flat,75.0,4411,7.0,Moderate Property,4,3,1,1435.0,0,0,0,0,0,0,0,98,Green View Homes
shahpura,House,290.0,12083,2.0,Old Property,3,3,3,2400.0,0,0,0,0,0,0,1,38,Road Facing Homes
kolar road,House,55.0,6875,2.0,New Property,3,3,2,1400.0,0,0,0,0,0,0,1,12,Green View Homes
kolar road,Flat,23.0,2875,2.0,Old Property,2,2,1,960.0,0,0,0,0,0,0,1,13,Road Facing Homes
arera colony,House,225.0,16000,3.0,Moderate Property,5,6,3,1406.0,0,0,0,0,0,0,1,0,Road Facing Homes
bawadia kalan,Flat,56.0,3771,1.0,New Property,3,2,2,1100.0,0,0,0,0,0,0,1,28,Amenity Facing Homes
katara hills,Flat,25.0,3125,3.0,Moderate Property,2,2,2,960.0,0,0,0,0,0,0,1,23,Green View Homes
katara hills,Flat,50.0,3333,2.0,Moderate Property,3,3,2,1500.0,0,0,0,0,0,0,1,34,Amenity Facing Homes
bhopal,House,45.0,3750,1.0,New Property,2,2,1,1200.0,0,0,0,1,0,0,0,53,Road Facing Homes
ayodhya nagar,House,135.0,8789,2.0,New Property,4,4,2,1536.0,0,0,0,1,0,0,1,3,Green View Homes
bhopal,House,20.0,4545,1.0,Moderate Property,1,1,0,450.0,0,0,0,0,0,0,1,10,Road Facing Homes
misrod,Flat,24.0,2925,2.0,Moderate Property,2,2,0,730.7282742042029,0,0,0,0,0,0,1,59,Amenity Facing Homes
bhopal,House,25.0,3676,1.0,New Property,1,2,0,816.0,0,0,0,0,0,0,1,0,Road Facing Homes
kolar road,House,40.0,6666,1.0,Old Property,4,4,1,600.0,0,0,1,0,0,0,1,3,Road Facing Homes
bawadia kalan,Flat,250.0,10000,6.0,New Property,5,4,3,3000.0,0,0,0,0,0,0,0,18,Green View Homes
awadhpuri,House,63.0,7500,2.0,Old Property,3,2,2,1600.0,0,0,0,0,1,0,1,22,Road Facing Homes
bhopal,House,550.0,18272,2.0,Old Property,6,6,3,3000.0,1,0,0,0,1,0,0,26,Road Facing Homes
kolar road,Flat,18.0,1969,3.0,Old Property,3,2,3,710.5166410879164,0,0,0,0,0,0,1,17,Green View Homes
bagmuliya,Flat,58.0,3515,3.0,New Property,3,2,1,1980.0,0,0,0,0,0,0,0,46,Amenity Facing Homes
bawadia kalan,House,61.0,6100,2.0,Old Property,3,2,2,1000.0,1,0,0,1,1,0,1,3,Green View Homes
bagmuliya,House,800.0,7434,2.0,Under Construction,6,6,2,10760.0,1,1,1,1,0,0,0,85,Amenity Facing Homes
bawadia kalan,Flat,35.5,4015,6.0,New Property,2,2,1,884.0,0,0,0,0,0,0,1,45,Amenity Facing Homes
misrod,House,108.0,5966,2.0,Moderate Property,4,4,3,1810.0,0,0,0,0,0,0,1,16,Green View Homes
bypass road,House,16.0,2909,1.0,Moderate Property,1,1,1,550.0,0,0,0,0,0,0,1,0,Road Facing Homes
kolar road,House,65.0,6280,2.0,New Property,3,2,1,1035.0,0,0,0,0,0,0,1,0,Green View Homes
misrod,Flat,55.0,3267,2.0,Moderate Property,3,4,1,1640.0,0,1,0,0,0,0,2,75,Amenity Facing Homes
kolar road,Flat,16.0,2051,5.0,New Property,2,2,2,936.0,0,0,0,0,0,0,0,43,Road Facing Homes
hoshangabad road,Flat,48.0,2953,1.0,New Property,3,3,3,1440.0,1,1,0,1,1,0,2,136,Premium Scenic Homes
bawadia kalan,Flat,55.0,5467,2.0,Old Property,3,2,2,1207.2,0,0,0,0,0,0,0,54,Road Facing Homes
bhopal,House,250.0,16666,3.0,New Property,4,4,3,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
khajuri kalan,Flat,17.0,2266,5.0,New Property,2,2,3,583.0278783544172,0,0,0,0,0,0,1,22,Amenity Facing Homes
hoshangabad road,House,63.0,7500,2.0,Moderate Property,3,3,1,1896.0,0,0,0,0,0,0,1,59,Amenity Facing Homes
bagmugaliya,House,140.0,10769,2.0,Old Property,4,4,2,2200.0,0,0,0,0,0,0,1,63,Amenity Facing Homes
shahpura,House,45.0,4090,1.0,Old Property,4,2,0,1100.0,0,0,0,0,0,0,1,9,Green View Homes
katara hills,Flat,25.5,2931,3.0,Moderate Property,2,2,2,870.0,0,0,0,0,0,0,0,38,Road Facing Homes
neelbad,House,30.0,4000,1.0,New Property,2,2,0,750.0,0,0,0,0,0,0,1,13,Road Facing Homes
mahawadiya,Flat,20.0,2547,3.0,New Property,2,2,2,632.0,0,0,0,0,0,0,1,25,Amenity Facing Homes
gehu kheda,House,110.0,11956,3.0,Old Property,2,6,2,2000.0,0,0,0,0,0,0,1,21,Green View Homes
bhopal,House,75.0,8333,2.0,Moderate Property,2,5,3,900.0,0,0,0,0,0,0,1,0,Green View Homes
ayodhya nagar,House,130.0,8463,2.0,Moderate Property,4,4,2,1536.0,0,0,0,1,0,0,1,3,Green View Homes
awadhpuri,House,60.0,6000,2.0,New Property,3,3,1,1000.0,0,0,0,0,0,0,1,23,Amenity Facing Homes
gandhinagar,House,100.0,8583,2.0,Moderate Property,3,3,2,1165.0,0,0,0,0,1,0,2,104,Amenity Facing Homes
bagmugaliya,Flat,60.0,3428,5.0,New Property,3,3,2,1361.0,0,0,0,0,1,0,0,77,Road Facing Homes
central bhopal,Flat,55.0,8208,6.0,New Property,2,2,1,804.0,0,0,0,0,0,0,0,0,Road Facing Homes
ayodhya bypass,House,270.0,6000,2.0,New Property,4,5,2,4500.0,0,1,0,1,0,0,0,31,Amenity Facing Homes
awadhpuri,House,75.0,4518,1.0,Moderate Property,2,1,0,1000.0,0,0,1,1,0,0,1,13,Road Facing Homes
katara hills,Flat,36.75,4900,4.0,Moderate Property,2,2,2,858.0,0,0,0,0,0,0,1,56,Amenity Facing Homes
hoshangabad road,Flat,41.0,3037,5.0,New Property,3,2,2,1620.0,0,0,0,0,0,0,1,46,Amenity Facing Homes
karond,Flat,22.5,3214,5.0,Moderate Property,2,2,2,840.0,0,0,0,0,0,0,1,48,Green View Homes
chuna bhatti,Flat,38.0,6724,1.0,Old Property,2,2,2,678.0,0,0,0,0,0,0,1,0,Road Facing Homes
gehu kheda,Flat,19.0,2235,4.0,Moderate Property,2,2,1,1020.0,0,0,0,0,0,0,1,19,Road Facing Homes
ayodhya bypass,Flat,21.9,3369,3.0,Moderate Property,1,1,2,550.0,0,0,0,0,0,0,0,35,Road Facing Homes
katara hills,House,75.0,6521,2.0,New Property,4,3,2,2100.0,0,0,0,0,1,0,1,31,Road Facing Homes
awadhpuri,House,35.0,7000,2.0,New Property,3,2,2,500.0,0,0,0,0,0,0,1,3,Road Facing Homes
gehu kheda,Flat,21.5,3071,2.0,Moderate Property,2,2,2,840.0,0,0,0,0,0,0,1,0,Road Facing Homes
bagmugaliya,House,325.0,13541,2.0,New Property,5,5,3,4800.0,1,0,0,1,1,0,2,14,Green View Homes
bhopal,House,40.0,3999,3.0,Old Property,3,4,2,1800.0,0,1,1,0,0,0,1,10,Road Facing Homes
bawadia kalan,Flat,32.0,4183,1.0,Old Property,3,2,1,918.0,0,0,0,0,0,0,0,15,Green View Homes
karond,House,100.0,8000,2.0,Old Property,7,7,0,1250.0,0,0,0,0,0,0,1,11,Road Facing Homes
salaiya,Flat,45.0,4090,2.0,New Property,3,2,3,1320.0,0,0,0,0,0,0,1,25,Green View Homes
gehu kheda,Flat,25.0,2500,4.0,Moderate Property,3,2,1,1200.0,0,0,0,0,0,0,1,0,Green View Homes
kolar road,Flat,14.5,2290,1.0,Moderate Property,2,1,1,759.6,0,0,0,0,0,0,1,0,Road Facing Homes
katara hills,Flat,13.5,3000,1.0,Moderate Property,1,1,0,540.0,0,0,0,0,0,0,0,13,Green View Homes
gehu kheda,House,47.0,7833,2.0,Moderate Property,3,2,2,600.0,0,0,0,0,0,0,1,46,Green View Homes
ayodhya bypass,House,320.0,8000,1.0,Old Property,6,5,0,4000.0,0,0,0,0,0,0,1,13,Green View Homes
navi bagh,Flat,25.0,2314,2.0,New Property,2,2,3,1296.0,0,0,0,0,0,0,1,39,Green View Homes
gehu kheda,Flat,8.0,2272,3.0,New Property,1,1,1,422.4,0,0,0,0,0,0,1,22,Road Facing Homes
hoshangabad road,House,135.0,11474,2.0,Moderate Property,4,3,2,1176.0,0,0,0,0,0,0,1,4,Green View Homes
gehu kheda,House,125.0,5208,3.0,Old Property,4,12,2,7000.0,1,1,0,1,1,0,1,21,Road Facing Homes
arera colony,House,190.0,12666,2.0,Old Property,3,2,1,1500.0,0,0,0,0,0,0,1,4,Green View Homes
misrod,Flat,36.0,2500,6.0,New Property,2,2,2,1440.0,0,0,0,0,0,0,1,0,Road Facing Homes
awadhpuri,House,75.0,7500,2.0,Moderate Property,5,3,0,1000.0,0,0,0,0,0,0,1,23,Amenity Facing Homes
piplani,House,58.0,5800,2.0,Old Property,4,2,2,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
salaiya,Flat,50.0,2941,3.0,New Property,3,2,3,1381.0,0,0,0,0,0,0,1,65,Amenity Facing Homes
hoshangabad road,House,110.0,9166,2.0,Moderate Property,3,3,2,1200.0,0,0,0,0,0,0,1,4,Green View Homes
habib ganj,Flat,30.0,3000,2.0,Old Property,2,2,1,1200.0,0,0,0,0,0,0,0,16,Green View Homes
ayodhya bypass,Flat,32.5,3080,1.0,Old Property,2,2,2,820.1258822185468,0,0,0,0,0,0,1,93,Green View Homes
shahjahanabad,Flat,15.0,2727,1.0,Moderate Property,2,1,0,660.0,0,0,0,0,0,0,1,7,Road Facing Homes
central bhopal,Flat,85.0,11333,2.0,Old Property,3,1,0,900.0,0,0,0,0,0,0,0,0,Road Facing Homes
khajuri kalan,Flat,30.0,3000,3.0,New Property,3,2,2,1200.0,0,0,0,0,0,0,1,41,Green View Homes
peer gate area,Flat,16.0,2667,1.0,New Property,2,2,0,466.42230268353376,0,0,0,0,0,0,1,0,Road Facing Homes
ayodhya nagar,House,60.0,7500,2.0,Moderate Property,3,3,1,800.0,0,0,0,0,0,0,1,0,Road Facing Homes
salaiya,Flat,45.0,3157,5.0,Old Property,3,2,2,1425.0,0,0,0,0,0,0,0,64,Green View Homes
shahpura,House,300.0,14285,2.0,Moderate Property,6,5,2,2100.0,0,0,0,1,0,0,2,10,Road Facing Homes
bawadia kalan,Flat,165.0,12692,11.0,New Property,3,3,2,1515.0,0,0,0,0,0,0,1,38,Amenity Facing Homes
shahpura,Flat,78.0,6500,1.0,New Property,3,3,0,1200.0,0,0,0,0,0,0,0,30,Road Facing Homes
arera colony,House,15.5,2583,1.0,Old Property,2,1,0,600.0,0,0,0,0,0,0,1,0,Road Facing Homes
ayodhya nagar,House,75.0,6818,2.0,Moderate Property,3,3,2,1100.0,0,0,0,0,0,0,1,0,Road Facing Homes
katara hills,Flat,30.0,3024,3.0,Moderate Property,2,2,1,640.0,0,0,0,0,0,0,1,30,Green View Homes
bawadia kalan,House,160.0,10666,3.0,New Property,4,4,3,1500.0,1,1,0,1,0,0,1,12,Green View Homes
peer gate area,Flat,27.0,4909,3.0,Moderate Property,2,2,1,427.5537774599059,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,Flat,65.0,5909,10.0,New Property,3,3,2,1185.0,0,0,0,0,0,0,1,28,Green View Homes
bagmugaliya,House,135.0,9642,2.0,New Property,3,4,1,2400.0,0,0,0,0,1,0,1,23,Amenity Facing Homes
ayodhya bypass,Flat,41.0,4270,1.0,New Property,3,2,1,1081.0,0,0,0,0,0,0,1,38,Amenity Facing Homes
hoshangabad road,Flat,55.0,3543,9.0,New Property,3,3,3,1286.0,0,0,0,0,0,0,1,74,Road Facing Homes
karond,House,105.0,3088,4.0,New Property,5,10,3,3400.0,0,0,0,0,0,0,1,8,Road Facing Homes
karond,House,35.0,2916,1.0,Old Property,3,2,0,900.0,0,0,0,0,0,0,1,4,Green View Homes
peer gate area,Flat,26.0,4000,2.0,New Property,2,2,1,505.29082790716154,0,0,0,0,0,0,1,6,Road Facing Homes
misrod,Flat,16.0,2461,5.0,New Property,2,1,1,505.29082790716154,0,0,0,0,0,0,1,59,Amenity Facing Homes
salaiya,Flat,28.0,3500,5.0,Moderate Property,2,2,2,960.0,0,0,0,0,0,0,1,28,Amenity Facing Homes
karond,House,27.0,4500,1.0,Moderate Property,2,1,0,660.0,0,0,0,0,0,0,0,0,Road Facing Homes
outside bhopal,House,25.0,2222,1.0,Moderate Property,2,2,0,1125.0,0,0,0,0,1,0,1,4,Green View Homes
govindpura,Flat,8.0,2000,2.0,Old Property,1,1,1,480.0,0,0,0,0,1,0,1,17,Green View Homes
kolar road,Flat,45.0,3846,4.0,Moderate Property,3,3,2,1404.0,0,0,0,0,0,0,0,65,Road Facing Homes
ashoka garden,House,65.0,6500,2.0,Old Property,4,5,1,1000.0,0,0,0,0,1,0,1,3,Road Facing Homes
neelbad,House,60.0,5000,2.0,New Property,5,5,3,2400.0,0,0,0,0,0,0,1,13,Road Facing Homes
bawadia kalan,House,226.0,17005,2.0,New Property,4,3,2,1872.0,0,0,0,0,0,0,1,44,Amenity Facing Homes
bawadia kalan,House,145.0,11153,1.0,Moderate Property,4,5,2,3000.0,0,0,0,0,0,0,1,11,Green View Homes
piplani,House,140.0,7000,2.0,Old Property,8,4,3,2000.0,1,0,1,0,0,0,1,0,Road Facing Homes
gehu kheda,House,200.0,11428,2.0,Old Property,4,3,2,3500.0,0,0,0,0,0,0,1,24,Green View Homes
gandhinagar,House,76.99,7819,2.0,New Property,4,4,1,2400.0,0,0,0,0,0,0,1,32,Green View Homes
mahawadiya,Flat,20.5,2562,3.0,Moderate Property,3,2,3,960.0,0,0,0,0,0,0,1,24,Green View Homes
aishbagh,House,150.0,10000,2.0,Old Property,6,5,2,1500.0,1,1,0,0,0,0,1,6,Road Facing Homes
aishbagh,Flat,26.0,3714,2.0,Moderate Property,2,2,1,750.0,0,0,0,0,0,0,1,13,Road Facing Homes
bagmugaliya,Flat,95.0,10555,1.0,Old Property,3,3,2,1080.0,0,0,0,0,0,0,2,50,Road Facing Homes
habib ganj,House,149.0,12416,3.0,New Property,3,8,3,1200.0,0,0,0,0,0,0,1,12,Road Facing Homes
aishbagh,House,53.0,3533,3.0,Old Property,2,2,1,1500.0,0,0,0,0,0,0,1,0,Green View Homes
mandideep,House,84.0,5250,2.0,New Property,3,3,1,1800.0,0,0,0,0,0,0,0,99,Green View Homes
ayodhya bypass,Flat,25.0,2958,4.0,Moderate Property,2,2,1,656.87807627931,0,0,0,0,0,0,1,21,Road Facing Homes
central bhopal,House,624.0,26000,2.0,Old Property,3,2,2,3000.0,1,0,0,0,1,0,1,12,Green View Homes
shahjahanabad,Flat,25.0,3328,3.0,New Property,2,2,1,901.1999999999999,0,0,0,0,0,0,1,32,Road Facing Homes
chuna bhatti,House,325.0,16666,2.0,Old Property,5,5,3,4200.0,1,1,1,0,0,0,0,10,Road Facing Homes
bhopal,House,30.0,2000,2.0,Old Property,3,3,3,2160.0,0,0,0,0,0,0,1,0,Road Facing Homes
central bhopal,Flat,51.0,4636,4.0,Old Property,2,2,2,902.0,0,0,0,0,0,0,1,30,Green View Homes
kolar road,Flat,175.0,5468,4.0,Moderate Property,5,5,3,3840.0,1,1,0,1,0,0,1,35,Green View Homes
hoshangabad road,Flat,35.0,4117,6.0,New Property,2,2,1,850.0,0,0,0,0,0,0,1,102,Amenity Facing Homes
central bhopal,House,360.0,24000,1.0,Old Property,3,3,2,1100.0,0,0,0,0,1,0,1,8,Road Facing Homes
aishbagh,Flat,25.0,5555,3.0,Old Property,2,2,1,540.0,0,0,0,0,0,0,1,5,Road Facing Homes
bagmugaliya,Flat,53.0,4015,1.0,New Property,3,3,2,1584.0,0,0,0,0,0,1,0,132,Amenity Facing Homes
shahpura,House,210.0,8750,3.0,Old Property,8,6,2,5000.0,1,0,0,1,1,0,1,9,Green View Homes
arera colony,Flat,25.9,3453,1.0,Old Property,2,2,1,550.0,0,0,0,0,0,0,0,5,Road Facing Homes
shirdipuram,Flat,36.0,2880,5.0,Old Property,2,2,2,996.0,0,0,0,0,0,0,1,61,Green View Homes
patel nagar,Flat,20.0,2500,1.0,Moderate Property,2,2,2,750.0,0,0,0,0,0,0,1,11,Road Facing Homes
misrod,Flat,43.0,4777,2.0,New Property,3,2,2,1080.0,0,0,0,0,0,0,0,22,Road Facing Homes
shahjahanabad,House,350.0,8750,3.0,Old Property,6,4,0,4000.0,0,0,0,0,0,0,1,22,Green View Homes
awadhpuri,House,13.0,3611,1.0,New Property,1,1,2,360.0,0,0,0,0,0,0,1,30,Green View Homes
ayodhya nagar,House,85.0,6538,1.0,Old Property,3,2,1,1300.0,0,0,0,0,0,0,1,68,Road Facing Homes
shahjahanabad,Flat,45.0,5000,2.0,New Property,3,2,1,1080.0,0,0,0,0,0,0,0,9,Road Facing Homes
kolar road,Flat,50.0,2976,2.0,Moderate Property,3,3,2,1373.0,0,0,0,0,0,0,0,32,Premium Scenic Homes
bhopal,House,90.0,6000,2.0,Moderate Property,4,8,3,3500.0,1,1,0,1,1,0,1,4,Green View Homes
chuna bhatti,House,150.0,8333,2.0,Old Property,4,4,3,1500.0,0,0,0,0,0,0,1,20,Road Facing Homes
kolar road,Flat,25.0,2774,3.0,Moderate Property,1,2,1,900.0,0,0,0,0,0,0,1,32,Green View Homes
govindpura,House,225.0,12500,2.0,Moderate Property,4,4,2,3400.0,0,0,0,0,0,0,0,9,Road Facing Homes
kolar road,House,39.5,3038,2.0,New Property,3,3,2,1300.0,0,0,0,0,0,0,0,37,Road Facing Homes
bawadia kalan,House,95.0,8585,2.0,New Property,3,3,2,900.0,0,0,0,0,0,0,1,3,Green View Homes
shahpura,House,270.0,11250,2.0,Old Property,3,3,2,2400.0,0,0,0,0,1,0,1,34,Green View Homes
khajuri kalan,House,25.0,4166,1.0,Old Property,2,1,0,600.0,0,0,0,0,0,0,1,3,Road Facing Homes
awadhpuri,House,75.0,9375,1.0,New Property,3,3,1,1420.0,0,0,0,0,0,0,1,51,Amenity Facing Homes
bawadia kalan,House,285.0,6224,3.0,New Property,6,7,2,4579.0,0,0,0,0,0,0,1,30,Road Facing Homes
gehu kheda,Flat,18.0,2769,3.0,Moderate Property,2,2,1,654.0,0,0,0,0,0,0,1,30,Road Facing Homes
hoshangabad road,House,115.0,6388,17.0,New Property,3,3,1,1800.0,0,0,0,0,1,0,0,13,Premium Scenic Homes
kolar road,Flat,20.0,3333,5.0,New Property,2,2,3,671.0,0,0,0,0,0,0,1,19,Green View Homes
gehu kheda,Flat,42.0,3500,2.0,Moderate Property,3,3,3,1440.0,0,0,0,0,0,0,0,0,Road Facing Homes
central bhopal,House,140.0,7777,2.0,Old Property,9,6,2,3500.0,1,1,0,1,0,0,0,18,Road Facing Homes
karond,Flat,34.0,3238,6.0,Moderate Property,3,2,1,1260.0,0,0,0,0,0,0,1,0,Green View Homes
lalgathi,Flat,48.0,3692,5.0,New Property,3,2,2,1560.0,0,0,0,0,0,0,1,12,Road Facing Homes
misrod,Flat,36.0,3000,2.0,Moderate Property,3,2,1,952.0,0,0,0,0,0,0,1,59,Amenity Facing Homes
hoshangabad road,Flat,45.0,2769,5.0,Moderate Property,3,3,2,1292.0,0,0,0,0,0,1,0,64,Road Facing Homes
ayodhya bypass,Flat,30.0,6000,2.0,Old Property,2,2,3,768.0,0,0,0,0,0,0,1,49,Green View Homes
hoshangabad road,Flat,33.0,2682,1.0,Moderate Property,3,2,2,928.0,0,0,0,0,0,0,1,43,Amenity Facing Homes
ayodhya bypass,Flat,12.9,4300,1.0,New Property,1,1,0,400.0,0,0,0,0,0,0,1,25,Road Facing Homes
misrod,House,40.0,6666,2.0,Moderate Property,2,3,1,600.0,0,0,0,0,0,0,1,3,Road Facing Homes
kolar road,House,45.0,5625,2.0,New Property,3,3,1,1400.0,0,0,0,0,1,0,1,34,Premium Scenic Homes
bawadia kalan,House,60.0,6000,2.0,Old Property,3,2,2,1000.0,0,0,0,0,0,0,1,12,Green View Homes
kolar road,Flat,30.0,3588,3.0,Moderate Property,2,2,1,1003.1999999999999,1,0,0,0,0,0,2,3,Road Facing Homes
bawadia kalan,House,130.0,8888,2.0,Moderate Property,4,4,2,1300.0,0,0,0,1,1,0,1,11,Road Facing Homes
bagmugaliya,Flat,62.0,3757,3.0,New Property,3,3,2,1301.0,0,0,0,0,0,0,0,19,Green View Homes
piplani,House,350.0,14583,3.0,New Property,5,3,2,2400.0,0,0,0,0,0,0,1,0,Road Facing Homes
bagmugaliya,Flat,55.0,4074,5.0,New Property,3,2,1,1620.0,0,0,0,0,0,0,1,0,Road Facing Homes
shahpura,Flat,30.0,4285,1.0,Old Property,2,2,1,840.0,0,0,0,0,0,0,1,15,Road Facing Homes
bawadia kalan,Flat,30.0,4109,4.0,Moderate Property,2,1,1,540.0,0,0,0,0,0,0,0,37,Road Facing Homes
katara hills,House,73.0,7934,2.0,Moderate Property,3,3,1,920.0,0,0,0,0,0,0,1,34,Amenity Facing Homes
kolar road,Flat,62.0,4189,1.0,Moderate Property,3,3,3,1150.0,0,0,0,0,0,0,0,49,Road Facing Homes
katara hills,Flat,20.0,2000,5.0,Old Property,2,2,2,1200.0,0,0,0,0,0,0,1,59,Amenity Facing Homes
shirdipuram,Flat,65.0,5225,3.0,Moderate Property,3,3,2,967.04890756386,0,0,0,0,0,0,1,83,Amenity Facing Homes
bhopal,House,22.0,5500,2.0,Moderate Property,3,2,1,400.0,0,0,0,0,0,0,0,3,Road Facing Homes
kolar road,Flat,20.0,2928,3.0,New Property,2,2,2,819.5999999999999,0,0,0,0,0,0,1,18,Road Facing Homes
karond,House,40.0,4634,2.0,New Property,4,2,2,863.0,0,0,0,0,0,0,1,2,Green View Homes
gehu kheda,House,150.0,8000,2.0,Old Property,4,4,1,1500.0,0,0,0,0,0,0,1,24,Green View Homes
katara hills,Flat,40.0,6153,4.0,Moderate Property,2,2,0,780.0,0,0,0,0,0,0,1,59,Amenity Facing Homes
misrod,Flat,65.0,5200,5.0,New Property,3,3,2,1471.0,1,1,1,1,0,0,1,96,Amenity Facing Homes
piplani,House,80.0,8000,2.0,Moderate Property,4,4,1,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
bagmugaliya,House,795.0,7388,3.0,Old Property,6,6,2,10760.0,1,1,1,1,0,0,1,46,Green View Homes
bypass road,Flat,55.0,2938,2.0,Moderate Property,4,4,0,1872.0,0,0,0,0,0,0,1,0,Road Facing Homes
ayodhya bypass,Flat,32.0,2461,6.0,New Property,3,3,3,1225.0,0,0,1,0,0,0,1,88,Green View Homes
bawadia kalan,Flat,200.0,9090,1.0,New Property,2,2,0,1710.2151098396237,0,0,0,0,0,0,1,0,Road Facing Homes
lalgathi,House,225.0,9782,3.0,Moderate Property,8,8,3,2760.0,0,0,0,0,0,0,1,0,Road Facing Homes
chuna bhatti,House,150.0,10000,2.0,Old Property,4,4,2,2300.0,0,0,0,1,0,0,1,20,Road Facing Homes
ayodhya bypass,House,90.0,9000,3.0,Old Property,2,4,1,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
khajuri kalan,House,60.0,6382,2.0,Old Property,4,2,2,940.0,0,0,0,0,0,0,1,0,Road Facing Homes
katara hills,Flat,25.0,3655,1.0,Moderate Property,2,1,1,684.0,0,0,0,0,0,0,1,0,Road Facing Homes
misrod,Flat,33.0,2640,2.0,Moderate Property,3,2,2,1500.0,0,0,0,0,0,0,1,53,Amenity Facing Homes
aishbagh,Flat,30.0,6315,2.0,Moderate Property,2,2,1,570.0,0,0,0,0,0,0,1,7,Green View Homes
salaiya,House,80.0,8264,2.0,New Property,4,3,2,968.0,1,1,0,0,0,0,1,9,Green View Homes
shahpura,House,120.0,12000,2.0,Moderate Property,4,4,2,1000.0,0,0,0,1,0,0,0,8,Road Facing Homes
ayodhya bypass,Flat,57.0,3762,7.0,New Property,3,3,3,1177.7163142759227,0,0,0,0,0,0,1,33,Road Facing Homes
awadhpuri,House,28.0,3733,2.0,New Property,2,2,1,750.0,0,0,0,0,0,0,1,15,Amenity Facing Homes
kolar road,House,95.0,6333,2.0,Moderate Property,3,4,1,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
hoshangabad road,House,47.0,6266,2.0,New Property,3,3,1,750.0,0,0,0,0,0,0,1,0,Amenity Facing Homes
central bhopal,House,85.0,3269,3.0,Old Property,10,6,3,3120.0,0,0,0,0,0,0,0,5,Road Facing Homes
habib ganj,House,87.0,7909,2.0,Moderate Property,4,3,2,1100.0,0,0,0,0,0,0,1,0,Road Facing Homes
ayodhya bypass,House,75.0,5281,2.0,Old Property,3,2,1,1420.0,0,0,0,0,0,0,1,30,Road Facing Homes
gandhinagar,Flat,33.0,3038,5.0,Moderate Property,2,2,1,844.2243678571961,0,0,0,0,0,0,0,110,Amenity Facing Homes
karond,House,25.0,2777,2.0,New Property,2,2,1,900.0,0,0,0,1,1,0,0,17,Green View Homes
bypass road,Flat,26.0,4333,1.0,Moderate Property,1,1,0,466.42230268353376,0,0,0,0,0,0,1,21,Amenity Facing Homes
hoshangabad road,Flat,51.5,6437,4.0,Moderate Property,3,2,3,960.0,0,0,0,0,0,0,0,82,Amenity Facing Homes
misrod,House,160.0,16326,3.0,New Property,4,4,2,2600.0,0,0,0,1,0,0,1,102,Amenity Facing Homes
govindpura,House,207.0,8003,2.0,Old Property,5,3,1,2580.0,0,0,0,0,0,0,1,0,Road Facing Homes
karond,House,125.0,12413,2.0,Moderate Property,4,3,0,1007.0,0,0,0,0,0,0,1,24,Green View Homes
patel nagar,House,100.0,6666,1.0,Old Property,3,3,1,1650.0,0,0,0,1,0,0,1,19,Green View Homes
hoshangabad road,Flat,35.0,2397,4.0,New Property,3,2,0,1460.0,0,0,0,0,0,0,1,55,Amenity Facing Homes
kolar road,Flat,45.0,3103,1.0,Moderate Property,3,2,2,1740.0,0,0,0,0,0,0,1,71,Green View Homes
shahpura,House,24.0,2000,2.0,Old Property,2,2,2,1200.0,0,0,0,0,0,0,1,34,Green View Homes
gehu kheda,House,130.0,5652,2.0,Old Property,5,4,2,2700.0,1,0,0,1,1,0,1,12,Green View Homes
ashoka garden,House,150.0,6818,2.0,Old Property,10,5,3,2640.0,0,0,0,0,0,0,1,27,Road Facing Homes
hoshangabad road,Flat,35.0,4268,3.0,Moderate Property,2,1,1,984.0,0,0,0,0,0,0,1,70,Amenity Facing Homes
karond,House,190.0,11875,2.0,Moderate Property,5,4,0,260.0,0,0,1,1,0,0,1,25,Green View Homes
arera colony,House,600.0,25000,2.0,Old Property,5,7,3,4000.0,1,0,0,1,1,0,1,11,Road Facing Homes
hoshangabad road,Flat,45.0,2812,4.0,Moderate Property,3,3,2,1110.0,0,0,0,0,0,1,0,27,Road Facing Homes
kolar road,Flat,75.0,4132,1.0,New Property,4,3,2,1511.0,0,0,0,0,0,0,0,94,Amenity Facing Homes
hoshangabad road,House,120.0,9090,2.0,New Property,4,4,2,1320.0,0,0,0,0,0,0,0,7,Green View Homes
bypass road,Flat,16.0,4000,1.0,Moderate Property,1,1,2,480.0,0,0,0,0,0,0,1,0,Road Facing Homes
awadhpuri,House,80.0,6279,2.0,Old Property,5,4,2,2200.0,0,0,0,0,1,0,1,32,Road Facing Homes
