colony,property_type,price_outer,price_per_sqft,Total Floors,Property Age,bedrooms,bathrooms,balconies,built_up_area,study room,servant room,store room,pooja room,others,view floor plan,furnishing_type,luxury_score,Overlooking_Categories
salaiya,Flat,30.0,2429,1.0,New Property,3,2,2,1482.0,0,0,0,0,0,0,1,7,Green View Homes
katara hills,House,27.0,3590,2.0,New Property,2,2,1,752.0,0,0,0,0,0,0,1,8,Green View Homes
katara hills,House,196.0,8558,2.0,New Property,6,6,2,2290.0,1,0,1,1,0,0,1,72,Green View Homes
hoshangabad road,Flat,36.0,2400,5.0,New Property,3,3,3,1557.0,0,0,0,0,0,0,1,77,Road Facing Homes
kolar road,Flat,19.0,1936,5.0,New Property,2,2,2,1177.2,0,0,0,0,0,0,1,41,Green View Homes
bawadia kalan,Flat,70.0,5319,2.0,Moderate Property,3,3,1,1172.0,0,0,0,0,0,0,0,51,Amenity Facing Homes
habib ganj,Flat,18.0,3000,2.0,Old Property,2,2,0,720.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,House,55.0,5164,1.0,Old Property,3,2,1,1065.0,0,0,0,1,0,0,1,6,Road Facing Homes
bawadia kalan,House,150.0,15000,2.0,Moderate Property,4,7,0,1000.0,0,0,0,0,0,0,1,37,Road Facing Homes
hoshangabad road,Flat,30.0,3750,1.0,Moderate Property,2,1,1,621.896403578045,0,0,0,0,0,0,1,77,Road Facing Homes
habib ganj,House,170.0,11333,2.0,Old Property,4,4,1,1500.0,0,0,0,0,0,0,1,4,Green View Homes
hoshangabad road,Flat,45.0,3600,2.0,New Property,3,3,2,1500.0,1,1,1,1,0,0,1,104,Amenity Facing Homes
kolar road,Flat,12.0,1846,4.0,Moderate Property,2,2,0,505.29082790716154,0,0,0,0,0,0,1,42,Road Facing Homes
kolar road,Flat,35.0,4666,1.0,Moderate Property,2,2,1,583.0278783544172,0,0,0,0,0,0,1,24,Road Facing Homes
bawadia kalan,House,160.0,10666,2.0,New Property,4,3,3,3500.0,1,0,0,1,1,0,0,38,Green View Homes
hoshangabad road,House,140.0,7730,2.0,New Property,3,3,3,1811.0,0,0,0,0,0,0,0,86,Green View Homes
bawadia kalan,Flat,19.0,3454,1.0,New Property,1,1,1,660.0,0,0,0,0,0,0,0,46,Green View Homes
piplani,House,130.0,6500,2.0,Old Property,8,4,2,2000.0,0,0,0,0,0,0,1,18,Green View Homes
salaiya,Flat,16.0,2666,1.0,New Property,2,1,1,720.0,0,0,0,0,0,0,1,13,Green View Homes
bhopal,House,25.0,3623,1.0,Under Construction,2,2,1,690.0,0,0,0,0,0,0,1,0,Road Facing Homes
misrod,House,125.0,10416,2.0,Moderate Property,4,4,3,3500.0,1,0,0,1,1,0,0,28,Green View Homes
outside bhopal,House,20.0,500,5.0,New Property,4,3,0,4000.0,0,0,0,0,0,0,1,0,Road Facing Homes
awadhpuri,House,85.0,8673,2.0,Moderate Property,3,3,1,980.0,0,0,0,0,0,0,1,4,Road Facing Homes
shahpura,Flat,30.0,5000,1.0,Old Property,2,2,1,720.0,0,0,0,0,0,0,1,26,Road Facing Homes
hoshangabad road,House,145.0,12831,2.0,New Property,4,4,3,1130.0,1,0,0,1,0,0,2,42,Premium Scenic Homes
shirdipuram,House,60.0,7500,2.0,Moderate Property,2,4,1,1300.0,0,0,0,0,0,0,1,3,Road Facing Homes
bawadia kalan,House,180.0,12000,2.0,Old Property,4,3,3,2800.0,0,0,0,0,0,0,0,30,Green View Homes
chuna bhatti,Flat,70.0,5833,2.0,Old Property,3,2,3,932.8446053670675,0,0,0,0,0,0,0,13,Road Facing Homes
bagmugaliya,Flat,25.0,3333,2.0,Moderate Property,2,2,1,900.0,0,0,0,0,0,0,1,8,Road Facing Homes
bhopal,House,30.0,3726,1.0,New Property,1,1,1,805.0,0,0,0,0,0,0,1,4,Green View Homes
piplani,Flat,30.0,4285,1.0,Old Property,2,2,0,840.0,0,0,0,0,0,0,1,8,Road Facing Homes
neelbad,House,18.0,1714,1.0,New Property,1,1,1,600.0,0,0,0,0,0,0,1,8,Road Facing Homes
arera colony,Flat,55.0,5000,1.0,Moderate Property,2,2,2,1320.0,0,0,0,0,0,0,0,0,Road Facing Homes
central bhopal,Flat,200.0,11331,4.0,New Property,3,3,3,2118.0,0,1,0,0,0,0,0,35,Amenity Facing Homes
hoshangabad road,Flat,39.0,4362,6.0,New Property,2,2,2,694.9692309984653,0,0,0,0,0,0,1,59,Green View Homes
shahpura,House,115.0,9829,2.0,Moderate Property,4,3,2,1170.0,1,0,0,0,0,0,1,10,Road Facing Homes
shahjahanabad,Flat,33.0,4125,2.0,Old Property,3,1,1,960.0,0,0,0,0,0,0,1,21,Road Facing Homes
shahjahanabad,Flat,25.0,4385,2.0,New Property,2,2,1,684.0,0,0,0,0,0,1,1,0,Road Facing Homes
bawadia kalan,House,180.0,12000,3.0,New Property,6,5,3,3500.0,1,1,0,1,1,0,1,23,Green View Homes
bagmugaliya,House,180.0,6000,2.0,Old Property,4,4,3,3600.0,1,0,0,1,1,0,1,19,Green View Homes
katara hills,Flat,35.0,2966,4.0,Moderate Property,3,2,1,917.2971952776163,0,0,0,0,0,0,1,43,Amenity Facing Homes
kolar road,Flat,20.0,2666,2.0,Old Property,3,1,0,900.0,0,0,0,0,0,0,1,42,Road Facing Homes
patel nagar,Flat,28.0,3500,1.0,Moderate Property,2,2,2,731.0,0,0,0,0,0,0,1,8,Road Facing Homes
shirdipuram,Flat,72.0,4000,1.0,Moderate Property,4,3,1,1399.2669080506012,0,0,0,0,0,0,1,48,Green View Homes
shahjahanabad,Flat,46.0,4181,3.0,New Property,3,2,0,855.1075549198118,0,0,0,0,0,0,1,9,Road Facing Homes
bawadia kalan,Flat,30.0,4000,5.0,New Property,2,2,2,750.0,0,0,0,0,0,0,0,25,Green View Homes
habib ganj,House,240.0,10000,2.0,Old Property,3,3,1,2400.0,0,0,0,0,0,0,1,4,Green View Homes
mandideep,House,100.0,4166,2.0,New Property,3,3,2,2880.0,0,0,0,0,0,0,1,99,Green View Homes
bagmugaliya,House,200.0,8626,1.0,Old Property,3,2,0,2319.0,0,0,0,0,0,0,1,28,Green View Homes
bagmugaliya,House,125.0,11363,2.0,Moderate Property,4,3,2,1100.0,0,0,0,0,0,0,0,16,Amenity Facing Homes
bhopal,House,68.0,7195,2.0,Old Property,3,3,2,945.0,0,0,0,0,0,0,1,9,Green View Homes
mahawadiya,Flat,30.0,2553,2.0,New Property,3,2,3,1410.0,0,0,0,0,0,0,1,27,Green View Homes
shahpura,Flat,30.0,352,1.0,Old Property,2,2,2,10200.0,0,0,0,0,0,0,1,31,Green View Homes
misrod,Flat,87.0,6165,1.0,New Property,4,4,2,1411.0,0,1,0,0,0,0,1,70,Amenity Facing Homes
katara hills,Flat,30.0,3333,4.0,New Property,2,2,2,900.0,0,0,0,0,0,0,0,55,Green View Homes
peer gate area,House,180.0,21176,3.0,Moderate Property,2,3,1,850.0,0,0,0,0,0,0,1,20,Road Facing Homes
salaiya,Flat,58.0,4187,1.0,New Property,3,3,3,1511.0,0,0,0,0,0,0,1,50,Green View Homes
ayodhya bypass,House,27.99,2591,2.0,New Property,2,2,2,1296.0,0,0,0,0,0,0,0,18,Road Facing Homes
aishbagh,House,35.0,7000,3.0,Old Property,2,3,2,500.0,0,0,0,1,0,0,1,0,Road Facing Homes
gehu kheda,House,150.0,10000,1.0,Moderate Property,7,4,1,1500.0,0,0,0,0,0,0,1,12,Green View Homes
gehu kheda,House,260.0,12380,2.0,New Property,5,4,2,3600.0,0,0,0,0,0,0,1,18,Road Facing Homes
bhopal,House,23.0,2738,2.0,New Property,2,2,1,840.0,0,0,0,0,0,0,1,12,Green View Homes
misrod,House,30.0,5859,1.0,New Property,1,1,1,512.0,0,0,0,0,0,0,1,12,Green View Homes
bawadia kalan,House,145.0,12083,3.0,New Property,4,5,3,1200.0,0,0,0,1,0,0,1,21,Green View Homes
peer gate area,House,65.0,10833,3.0,Old Property,3,3,3,1500.0,0,0,0,0,0,0,1,20,Road Facing Homes
misrod,Flat,42.0,2796,1.0,New Property,3,2,2,1502.0,0,0,0,0,0,0,1,30,Road Facing Homes
hoshangabad road,House,72.0,4363,2.0,New Property,4,3,2,1650.0,0,0,0,1,0,0,1,10,Road Facing Homes
katara hills,Flat,23.9,2558,5.0,Moderate Property,2,2,1,783.0,0,0,0,0,0,0,0,42,Road Facing Homes
kolar road,Flat,50.0,4212,2.0,Moderate Property,3,2,1,1424.3999999999999,0,0,0,0,0,1,0,12,Road Facing Homes
katara hills,Flat,26.0,2600,2.0,Moderate Property,2,2,1,1000.0,0,0,0,0,0,0,1,53,Amenity Facing Homes
patel nagar,House,56.9,4064,2.0,Old Property,3,3,1,1400.0,0,0,0,0,0,0,0,34,Green View Homes
central bhopal,Flat,50.0,6369,4.0,Old Property,2,2,2,942.0,0,0,0,0,0,0,1,18,Amenity Facing Homes
bagmugaliya,Flat,60.0,4615,3.0,Moderate Property,3,2,1,1560.0,0,0,0,0,0,0,2,102,Green View Homes
ayodhya bypass,Flat,51.0,3333,1.0,Moderate Property,3,3,0,1189.376871843011,0,0,0,0,0,0,1,0,Road Facing Homes
lalgathi,House,115.0,8214,2.0,New Property,5,4,2,1400.0,1,0,0,0,0,0,1,12,Green View Homes
chuna bhatti,House,230.0,12777,2.0,Moderate Property,6,5,3,1800.0,0,1,0,1,1,0,0,4,Green View Homes
gandhinagar,Flat,55.0,3666,2.0,New Property,3,2,1,1500.0,0,0,0,0,1,0,2,48,Amenity Facing Homes
aishbagh,Flat,30.0,6000,3.0,Old Property,2,2,1,600.0,0,0,0,0,0,0,1,3,Road Facing Homes
kolar road,Flat,22.99,2343,1.0,Moderate Property,2,2,3,831.0,0,0,0,1,1,0,1,56,Green View Homes
katara hills,Flat,37.0,3045,3.0,Moderate Property,3,3,3,1215.0,0,0,0,0,0,0,1,43,Amenity Facing Homes
hoshangabad road,Flat,35.0,3500,2.0,Moderate Property,3,2,2,777.3705044725563,0,0,0,0,0,0,1,0,Amenity Facing Homes
ayodhya bypass,Flat,15.0,3260,3.0,New Property,1,1,1,460.0,0,0,0,0,0,0,1,24,Green View Homes
awadhpuri,House,80.0,6153,2.0,Old Property,3,2,2,1300.0,0,0,0,0,0,0,1,18,Green View Homes
hoshangabad road,Flat,42.0,4200,4.0,New Property,3,3,3,1110.0,0,0,0,0,0,0,1,37,Road Facing Homes
ayodhya bypass,Flat,44.0,2802,4.0,Moderate Property,3,3,3,1252.0,0,0,0,1,0,0,1,49,Amenity Facing Homes
misrod,Flat,37.8,1955,6.0,New Property,3,4,2,1800.0,0,1,1,0,0,0,0,79,Road Facing Homes
arera colony,House,900.0,17708,2.0,Old Property,1,1,2,4000.0,1,1,1,1,0,0,1,27,Green View Homes
bhopal,Flat,40.0,6666,3.0,Moderate Property,2,2,2,720.0,0,0,0,0,0,0,1,0,Road Facing Homes
bawadia kalan,Flat,210.0,6000,6.0,Moderate Property,4,4,3,4200.0,0,1,0,1,0,0,1,22,Amenity Facing Homes
kolar road,House,196.0,8166,2.0,Old Property,6,6,2,2400.0,1,1,0,1,1,0,1,34,Road Facing Homes
misrod,Flat,25.0,3846,3.0,Moderate Property,2,2,2,780.0,0,0,0,0,0,0,1,59,Green View Homes
karond,House,72.0,3557,1.0,Moderate Property,3,3,2,2024.0,0,0,0,0,0,0,1,24,Green View Homes
mahawadiya,House,55.0,5500,1.0,Moderate Property,2,2,1,1000.0,0,0,0,0,0,0,1,27,Green View Homes
ayodhya bypass,House,45.0,4545,1.0,Old Property,1,1,0,990.0,0,0,0,0,0,0,1,27,Road Facing Homes
katara hills,Flat,30.0,3750,1.0,Moderate Property,2,2,2,960.0,0,0,0,0,0,0,0,65,Road Facing Homes
katara hills,Flat,22.0,3142,1.0,New Property,2,2,2,900.0,0,0,0,0,0,0,0,13,Road Facing Homes
govindpura,Flat,18.0,3614,1.0,Old Property,2,2,2,597.6,0,0,0,0,0,0,1,4,Road Facing Homes
salaiya,Flat,60.0,3428,1.0,New Property,3,3,3,1360.3983828269734,0,0,0,0,0,1,1,47,Amenity Facing Homes
arera colony,House,125.0,13888,1.0,Old Property,3,2,2,900.0,0,0,0,0,0,0,0,5,Road Facing Homes
bairagarh,House,35.0,3500,1.0,Old Property,3,2,1,1200.0,0,0,0,0,0,0,1,13,Green View Homes
awadhpuri,House,68.0,7555,2.0,New Property,3,3,2,900.0,1,0,0,1,0,0,1,9,Green View Homes
arera colony,House,600.0,25000,2.0,Old Property,5,4,3,2400.0,0,0,0,0,0,0,1,24,Road Facing Homes
katara hills,House,130.0,7029,2.0,Moderate Property,4,3,3,1850.0,0,0,0,0,0,0,1,32,Green View Homes
gehu kheda,Flat,9.5,2695,1.0,New Property,1,1,1,422.4,0,0,0,0,0,0,1,12,Road Facing Homes
govindpura,Flat,30.0,3333,1.0,Moderate Property,3,3,1,1080.0,0,0,0,0,0,0,1,0,Road Facing Homes
bypass road,House,143.0,7751,1.0,New Property,4,3,1,1845.0,0,0,0,0,0,0,1,0,Green View Homes
mandideep,House,20.0,2151,1.0,New Property,4,2,0,930.0,0,0,0,0,0,0,1,8,Road Facing Homes
habib ganj,House,210.0,8750,2.0,Old Property,5,4,3,2400.0,0,0,0,0,0,0,1,4,Green View Homes
bagmuliya,House,456.0,12000,3.0,Old Property,3,3,1,3000.0,1,0,0,0,1,0,1,5,Road Facing Homes
hoshangabad road,Flat,48.0,6153,6.0,New Property,3,2,3,927.0,0,0,0,0,0,0,0,43,Road Facing Homes
ayodhya bypass,Flat,38.0,5428,1.0,Moderate Property,2,2,1,840.0,0,0,0,0,0,0,0,50,Amenity Facing Homes
shahjahanabad,House,75.0,7281,2.0,Moderate Property,3,2,1,1700.0,0,0,0,0,1,0,1,4,Road Facing Homes
bagmuliya,House,135.0,13500,2.0,Moderate Property,4,4,2,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
misrod,House,80.0,7272,3.0,New Property,4,5,3,2600.0,1,0,0,1,1,0,1,28,Green View Homes
kolar road,House,42.0,4421,2.0,New Property,2,4,2,1800.0,0,0,0,0,0,0,1,46,Road Facing Homes
ayodhya bypass,House,145.0,6590,3.0,Old Property,4,3,2,2200.0,0,1,0,1,0,0,0,49,Road Facing Homes
central bhopal,Flat,240.0,11532,13.0,New Property,3,4,3,1556.0,0,1,0,0,0,1,1,80,Amenity Facing Homes
kolar road,House,89.0,9417,3.0,New Property,2,4,2,945.0,1,1,0,1,0,0,1,22,Amenity Facing Homes
patel nagar,House,120.0,12000,2.0,Old Property,3,2,0,1000.0,0,0,0,0,0,0,1,34,Green View Homes
misrod,Flat,27.0,2250,1.0,New Property,3,3,2,932.8446053670675,0,0,0,0,0,0,1,63,Road Facing Homes
habib ganj,House,105.0,10294,2.0,New Property,3,3,2,1020.0,0,0,0,0,0,0,0,16,Amenity Facing Homes
awadhpuri,House,65.0,6000,2.0,Old Property,4,4,3,1000.0,1,0,0,1,0,0,1,28,Green View Homes
bhopal,Flat,32.0,2539,4.0,Moderate Property,3,2,1,979.4868356354209,0,0,0,0,0,0,1,28,Amenity Facing Homes
hoshangabad road,Flat,65.0,4126,5.0,New Property,3,3,2,1224.3585445442761,0,0,0,0,0,0,0,74,Premium Scenic Homes
ayodhya bypass,Flat,38.0,2921,6.0,New Property,2,2,2,1027.0,0,0,0,0,0,0,1,19,Green View Homes
ayodhya bypass,Flat,23.0,3230,5.0,New Property,2,1,1,641.0,0,0,0,0,0,0,1,25,Road Facing Homes
bhopal,House,28.0,3252,1.0,New Property,2,2,0,861.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,House,70.0,5833,3.0,New Property,6,4,2,1200.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,House,220.00000000000003,10476,2.0,New Property,8,6,3,5000.0,0,1,0,1,0,0,1,0,Green View Homes
kolar road,Flat,50.0,4115,3.0,Moderate Property,3,2,2,1458.0,0,0,0,0,0,1,1,35,Green View Homes
kolar road,House,56.5,8692,1.0,Old Property,2,1,0,650.0,0,0,0,0,0,0,1,42,Road Facing Homes
bawadia kalan,House,95.0,7037,2.0,Moderate Property,3,3,1,1350.0,1,0,0,1,1,0,0,4,Green View Homes
piplani,House,152.0,10133,2.0,Old Property,4,3,2,2200.0,1,1,0,0,1,0,1,12,Green View Homes
arera colony,House,135.0,11739,2.0,Old Property,4,4,1,1150.0,1,1,1,1,0,0,1,48,Amenity Facing Homes
ayodhya bypass,Flat,44.9,2806,10.0,Moderate Property,2,3,2,1300.0,0,0,0,1,0,0,2,28,Road Facing Homes
central bhopal,House,200.0,13333,2.0,Moderate Property,4,4,1,1500.0,1,0,0,1,0,0,1,63,Green View Homes
lalgathi,Flat,50.0,4347,5.0,New Property,3,2,2,1167.0,0,0,0,0,0,0,1,12,Road Facing Homes
hoshangabad road,Flat,48.0,2727,2.0,Moderate Property,3,2,2,1401.0,0,0,0,0,0,0,0,57,Amenity Facing Homes
katara hills,Flat,11.5,2300,4.0,Moderate Property,1,1,0,600.0,0,0,0,0,0,0,1,13,Green View Homes
misrod,House,70.0,5600,2.0,Moderate Property,4,4,2,1650.0,0,0,0,0,0,0,1,19,Green View Homes
peer gate area,House,300.0,10714,1.0,Old Property,7,7,0,2800.0,0,0,0,0,0,0,1,0,Road Facing Homes
bawadia kalan,Flat,40.0,3400,3.0,Moderate Property,3,3,2,913.4103427552536,0,0,1,0,0,1,1,68,Road Facing Homes
misrod,Flat,28.0,3294,4.0,New Property,2,2,2,1020.0,0,0,0,0,0,0,1,19,Road Facing Homes
central bhopal,Flat,40.0,4705,1.0,Old Property,3,2,2,850.0,0,0,0,0,0,0,1,29,Road Facing Homes
hoshangabad road,Flat,23.0,2300,2.0,Moderate Property,2,2,1,777.3705044725563,0,0,0,0,0,0,1,0,Road Facing Homes
salaiya,Flat,35.0,3043,5.0,New Property,3,2,2,1150.0,0,0,0,0,0,0,1,0,Road Facing Homes
bawadia kalan,Flat,72.0,4000,6.0,New Property,3,3,2,2160.0,0,0,0,0,0,0,1,36,Amenity Facing Homes
katara hills,Flat,45.0,2990,6.0,Moderate Property,3,2,3,1485.0,0,0,0,1,0,0,0,67,Amenity Facing Homes
hoshangabad road,Flat,125.0,11363,2.0,New Property,4,4,3,1320.0,0,0,0,0,0,0,0,57,Premium Scenic Homes
gehu kheda,House,33.0,5500,1.0,New Property,1,1,1,600.0,0,0,0,0,0,0,1,2,Road Facing Homes
katara hills,Flat,20.0,2923,5.0,Moderate Property,2,1,1,531.7214250592284,0,0,0,0,0,0,1,42,Amenity Facing Homes
kolar road,Flat,9.0,2571,2.0,Old Property,1,1,1,272.07967656539466,0,0,0,0,0,0,1,10,Road Facing Homes
piplani,House,325.0,13000,1.0,Old Property,4,2,2,3000.0,0,0,0,0,0,0,1,13,Green View Homes
neelbad,Flat,50.0,3424,2.0,New Property,2,2,1,1287.0,0,0,0,0,1,0,0,0,Amenity Facing Homes
bypass road,House,62.0,5299,2.0,New Property,2,2,1,1170.0,0,0,0,0,0,0,1,0,Road Facing Homes
misrod,Flat,22.0,1833,4.0,Moderate Property,2,2,1,932.8446053670675,0,0,0,0,0,0,1,15,Road Facing Homes
bhopal,Flat,23.0,3650,1.0,Moderate Property,2,2,3,489.74341781771045,0,0,0,0,0,0,1,0,Road Facing Homes
bagmugaliya,Flat,45.0,4500,2.0,Moderate Property,3,2,2,1000.0,0,0,0,0,0,0,2,0,Road Facing Homes
karond,House,23.0,1533,1.0,New Property,3,1,0,1500.0,0,0,0,0,0,0,1,4,Green View Homes
kolar road,Flat,25.0,3125,1.0,New Property,2,2,0,800.0,0,0,0,0,0,0,1,24,Road Facing Homes
salaiya,Flat,90.0,7200,1.0,New Property,3,2,2,1500.0,0,0,0,0,0,0,1,66,Amenity Facing Homes
misrod,House,26.0,5078,1.0,New Property,1,1,0,512.0,0,0,0,0,0,0,1,30,Green View Homes
shahjahanabad,House,130.0,7428,2.0,Old Property,5,4,1,1750.0,0,0,0,0,0,0,1,8,Road Facing Homes
salaiya,Flat,8.5,1416,1.0,New Property,1,1,0,720.0,0,0,0,0,0,0,1,11,Green View Homes
govindpura,House,160.0,5333,3.0,Old Property,10,6,3,3000.0,1,0,1,1,0,0,1,20,Road Facing Homes
bagmuliya,Flat,45.0,4285,3.0,Moderate Property,3,2,1,1260.0,0,0,0,0,0,0,2,15,Road Facing Homes
ashoka garden,House,120.0,6857,1.0,Old Property,3,3,0,1750.0,0,0,0,0,1,0,0,27,Road Facing Homes
misrod,Flat,23.9,3292,6.0,New Property,2,2,2,801.0,0,0,0,0,0,0,2,65,Amenity Facing Homes
bhopal,House,80.0,2962,3.0,Moderate Property,6,5,2,2700.0,0,0,0,0,0,0,1,0,Road Facing Homes
salaiya,Flat,20.0,3245,5.0,Old Property,2,2,1,616.0,0,0,0,0,0,0,1,0,Road Facing Homes
kolar road,Flat,95.0,4318,2.0,Moderate Property,3,3,3,1755.0,0,0,0,0,0,1,1,30,Green View Homes
karond,House,55.0,7935,2.0,Old Property,3,2,1,693.0,0,0,0,0,0,0,1,0,Road Facing Homes
awadhpuri,House,20.0,2000,2.0,New Property,3,3,1,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
govindpura,Flat,30.0,5454,1.0,Moderate Property,2,2,2,660.0,0,0,0,0,0,0,1,8,Road Facing Homes
arera colony,Flat,35.0,4375,3.0,Old Property,2,2,2,960.0,0,0,0,0,0,0,1,10,Road Facing Homes
piplani,House,95.0,10857,2.0,Moderate Property,4,3,1,850.0,0,0,0,1,0,0,1,18,Green View Homes
kolar road,House,75.0,7894,1.0,Old Property,3,2,2,1140.0,0,0,0,0,0,0,1,13,Road Facing Homes
salaiya,Flat,40.0,4166,3.0,New Property,3,2,2,1200.0,0,0,0,0,0,0,0,4,Amenity Facing Homes
bagmugaliya,House,100.0,8000,1.0,Old Property,2,2,1,1250.0,0,0,0,0,0,0,2,28,Green View Homes
bypass road,House,80.0,4336,1.0,New Property,4,3,1,1845.0,0,0,0,0,0,0,1,0,Green View Homes
misrod,Flat,19.0,2533,1.0,Old Property,2,2,1,583.0278783544172,0,0,0,0,0,0,1,5,Road Facing Homes
katara hills,Flat,40.0,2666,2.0,New Property,3,2,2,1333.0,0,0,0,0,0,0,1,50,Amenity Facing Homes
bawadia kalan,Flat,65.0,5701,4.0,New Property,3,2,3,886.2023750987141,0,0,0,0,0,0,1,33,Amenity Facing Homes
ayodhya bypass,House,325.0,21666,3.0,Old Property,5,5,3,4500.0,0,1,0,1,1,0,2,31,Green View Homes
bagmugaliya,House,125.0,15463,2.0,New Property,2,4,3,970.0,0,1,0,0,0,0,1,15,Road Facing Homes
bawadia kalan,Flat,31.0,2067,5.0,Under Construction,3,3,1,1200.0,0,0,0,0,0,0,1,42,Amenity Facing Homes
central bhopal,House,300.0,12500,1.0,Old Property,4,4,3,2400.0,0,1,0,0,0,0,1,0,Road Facing Homes
hoshangabad road,Flat,35.0,3089,2.0,Moderate Property,2,2,1,880.7607815674062,0,0,0,0,0,0,1,40,Amenity Facing Homes
piplani,House,155.0,10333,2.0,Moderate Property,4,3,1,1500.0,1,0,0,1,0,0,1,5,Road Facing Homes
bagmuliya,Flat,55.0,3666,1.0,New Property,3,3,1,1800.0,0,0,0,0,0,0,1,9,Green View Homes
shirdipuram,Flat,52.0,3795,5.0,Moderate Property,3,2,2,1178.0,0,0,0,0,0,0,0,52,Green View Homes
ashoka garden,Flat,32.0,5714,3.0,Old Property,2,2,1,672.0,0,0,0,0,0,0,1,0,Road Facing Homes
chuna bhatti,House,150.0,13043,2.0,Old Property,3,3,1,1750.0,1,0,1,1,0,0,0,18,Amenity Facing Homes
bawadia kalan,House,135.0,11739,2.0,Old Property,4,4,1,1150.0,1,1,1,1,0,0,1,34,Road Facing Homes
chuna bhatti,House,200.0,15151,2.0,New Property,4,2,1,1320.0,0,0,0,0,0,0,0,68,Green View Homes
misrod,Flat,38.0,3838,5.0,New Property,2,2,1,826.0,0,0,0,0,0,0,1,39,Amenity Facing Homes
habib ganj,House,375.0,23437,1.0,Old Property,3,2,2,2200.0,1,1,0,1,1,0,1,9,Green View Homes
habib ganj,House,110.0,10476,2.0,Old Property,5,4,1,1050.0,0,0,0,0,0,0,1,18,Road Facing Homes
bhopal,House,82.0,5466,2.0,Old Property,3,4,1,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
kolar road,House,33.0,5500,2.0,Moderate Property,3,3,1,1100.0,0,0,0,0,0,0,1,12,Road Facing Homes
lalgathi,Flat,38.0,3166,2.0,Moderate Property,3,2,2,1440.0,0,0,0,0,0,0,1,0,Road Facing Homes
hoshangabad road,House,138.0,3484,2.0,New Property,5,4,3,4250.0,1,1,0,1,1,0,0,65,Green View Homes
awadhpuri,House,45.0,7500,2.0,Moderate Property,3,3,1,1150.0,0,0,0,0,0,0,1,4,Green View Homes
awadhpuri,House,40.0,7142,2.0,New Property,2,2,1,560.0,0,0,0,0,0,0,1,17,Green View Homes
misrod,Flat,60.0,5692,4.0,New Property,3,3,2,1054.0,0,0,0,1,0,0,1,63,Amenity Facing Homes
bhopal,House,365.0,24333,2.0,Old Property,3,3,1,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
ayodhya bypass,House,98.0,4454,2.0,Old Property,4,3,2,2640.0,0,0,0,1,0,0,1,8,Green View Homes
kolar road,House,125.0,8333,2.0,Moderate Property,4,4,2,1500.0,0,0,0,0,0,0,1,11,Green View Homes
mandideep,House,35.0,3932,2.0,New Property,2,2,1,1382.0,0,0,0,0,0,0,1,8,Road Facing Homes
ashoka garden,House,100.0,10526,3.0,Old Property,2,4,3,950.0,0,0,0,0,0,0,1,0,Road Facing Homes
karond,House,52.0,7222,2.0,New Property,3,2,1,1400.0,0,0,0,0,0,0,1,8,Road Facing Homes
patel nagar,House,75.0,7142,3.0,New Property,4,3,3,1050.0,0,0,0,0,0,0,1,3,Amenity Facing Homes
misrod,House,85.0,7727,2.0,New Property,3,3,1,1100.0,0,0,0,0,0,0,1,30,Green View Homes
kolar road,House,48.0,5925,3.0,New Property,4,5,2,2000.0,1,0,0,0,0,0,1,0,Road Facing Homes
bhopal,Flat,40.0,5000,1.0,New Property,3,3,2,960.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,House,150.0,16666,1.0,Old Property,2,1,1,900.0,0,0,0,0,0,0,1,0,Road Facing Homes
kolar road,House,47.0,6266,2.0,Moderate Property,3,2,2,1138.0,0,0,0,1,0,0,1,8,Road Facing Homes
katara hills,Flat,35.0,3500,5.0,Moderate Property,3,2,1,1200.0,0,0,0,0,0,0,1,56,Green View Homes
piplani,Flat,21.0,3818,2.0,Old Property,3,2,1,660.0,0,0,0,0,0,0,1,0,Road Facing Homes
bagmuliya,House,295.0,13169,2.0,New Property,4,4,2,2850.0,0,0,0,1,0,0,0,31,Amenity Facing Homes
katara hills,Flat,35.0,2777,2.0,Moderate Property,2,2,2,900.0,0,0,0,0,0,1,1,25,Road Facing Homes
bypass road,House,75.0,6818,2.0,Moderate Property,3,3,0,1100.0,0,0,0,0,0,0,1,0,Road Facing Homes
kolar road,Flat,65.0,4482,4.0,Moderate Property,4,2,1,1740.0,0,0,0,0,0,0,0,108,Green View Homes
kolar road,Flat,27.0,2700,2.0,Old Property,3,2,1,1200.0,0,0,0,0,0,0,2,3,Road Facing Homes
hoshangabad road,House,169.0,5314,2.0,Old Property,3,3,3,3500.0,1,0,0,1,1,0,1,24,Green View Homes
kolar road,House,63.0,8125,2.0,Moderate Property,3,3,3,800.0,0,0,0,0,0,0,1,34,Premium Scenic Homes
awadhpuri,House,80.0,8888,3.0,New Property,4,5,2,2000.0,0,0,0,1,0,0,1,27,Amenity Facing Homes
