colony,property_type,Total Floors,Property Age,bedrooms,bathrooms,balconies,built_up_area,servant room,store room,furnishing_type,Overlooking_Categories,luxury_category,price
12.0,1.0,2.0,2.0,2,2,1,1800.0,0,0,1,3.0,1.0,220.00000000000003
1.0,1.0,1.0,2.0,6,4,3,3050.0,1,1,0,3.0,2.0,375.0
26.0,0.0,1.0,0.0,3,3,2,1066.0,0,0,1,3.0,2.0,35.0
10.0,0.0,1.0,2.0,2,1,2,900.0,0,0,1,3.0,1.0,8.0
26.0,0.0,6.0,1.0,2,2,1,864.0,0,0,1,1.0,2.0,23.0
13.0,1.0,2.0,1.0,3,3,2,1690.0,0,0,2,1.0,1.0,325.0
13.0,1.0,2.0,2.0,3,2,0,1500.0,0,0,1,3.0,1.0,35.0
22.0,1.0,2.0,1.0,3,3,0,1700.0,0,0,1,2.0,2.0,59.0
3.0,0.0,5.0,0.0,2,2,2,493.6302703400732,0,0,1,2.0,2.0,17.5
7.0,1.0,2.0,0.0,9,9,3,5000.0,1,0,1,3.0,1.0,200.0
9.0,1.0,2.0,1.0,4,4,1,2675.0,1,0,0,1.0,1.0,150.0
18.0,0.0,5.0,1.0,3,2,1,1127.1872314852064,0,0,1,3.0,2.0,43.0
13.0,0.0,3.0,2.0,2,1,1,633.0,0,0,1,3.0,1.0,14.0
34.0,1.0,2.0,2.0,5,5,2,3946.0,1,1,1,0.0,1.0,350.0
14.0,0.0,2.0,1.0,2,1,1,1140.0,0,0,1,3.0,1.0,35.0
20.0,0.0,2.0,1.0,3,2,3,994.2568752203996,0,0,1,1.0,2.0,37.0
10.0,1.0,2.0,2.0,2,2,1,750.0,0,0,1,3.0,2.0,36.0
20.0,0.0,6.0,1.0,4,4,3,1558.0,0,0,1,0.0,2.0,44.0
20.0,1.0,2.0,1.0,3,3,2,1250.0,1,0,0,0.0,2.0,92.0
28.0,1.0,2.0,0.0,5,2,2,2000.0,0,0,1,3.0,1.0,130.0
10.0,1.0,2.0,2.0,4,4,2,2500.0,0,0,1,3.0,1.0,80.0
18.0,0.0,4.0,1.0,3,2,1,1260.0,0,0,0,2.0,2.0,60.0
18.0,1.0,2.0,2.0,4,3,1,1224.0,0,0,1,1.0,2.0,110.0
25.0,1.0,2.0,1.0,3,2,1,560.0,0,0,1,3.0,1.0,22.5
10.0,1.0,1.0,1.0,2,1,0,624.0,0,0,1,3.0,1.0,22.0
22.0,0.0,4.0,1.0,3,3,3,1235.0,0,0,1,3.0,2.0,74.99
1.0,0.0,2.0,1.0,4,3,3,1509.0,0,0,1,0.0,2.0,65.0
4.0,1.0,2.0,2.0,3,3,0,2200.0,0,0,1,3.0,1.0,92.0
19.0,1.0,3.0,0.0,3,3,3,600.0,0,0,1,3.0,1.0,38.0
1.0,1.0,3.0,2.0,4,4,3,3000.0,1,1,1,1.0,1.0,750.0
36.0,0.0,5.0,2.0,4,3,3,878.4286700539885,0,0,1,1.0,2.0,55.0
34.0,1.0,3.0,2.0,9,6,0,3000.0,0,0,1,1.0,1.0,120.0
12.0,0.0,4.0,1.0,3,3,2,1372.0589403940617,1,0,0,0.0,2.0,200.0
12.0,0.0,8.0,2.0,4,4,3,2000.0,1,0,1,2.0,2.0,245.00000000000003
26.0,0.0,1.0,1.0,2,1,1,650.0,0,0,1,1.0,2.0,14.5
13.0,1.0,2.0,2.0,3,3,2,1800.0,0,0,2,3.0,1.0,85.0
21.0,0.0,6.0,1.0,2,2,1,741.0,0,0,1,3.0,2.0,25.0
10.0,0.0,1.0,2.0,2,2,1,900.0,0,0,0,3.0,1.0,25.0
1.0,1.0,2.0,2.0,4,4,3,4200.0,1,1,2,3.0,1.0,1700.0
18.0,1.0,2.0,0.0,2,4,1,700.0,0,0,1,1.0,2.0,60.0
3.0,1.0,2.0,1.0,4,5,3,2950.0,0,0,0,1.0,1.0,115.0
14.0,0.0,2.0,1.0,3,2,2,1400.0,0,0,2,1.0,2.0,70.0
31.0,1.0,2.0,2.0,4,4,1,888.0,0,0,1,3.0,1.0,65.0
10.0,0.0,2.0,1.0,2,3,2,960.0,0,0,0,3.0,1.0,46.0
14.0,0.0,6.0,1.0,4,3,2,3000.0,0,0,1,0.0,2.0,80.0
17.0,1.0,2.0,2.0,4,4,3,4000.0,1,0,1,1.0,1.0,375.0
32.0,1.0,1.0,2.0,4,2,0,1680.0,0,0,0,1.0,1.0,230.0
13.0,1.0,2.0,2.0,4,4,0,1900.0,0,0,1,3.0,1.0,65.0
20.0,1.0,2.0,1.0,4,4,2,2300.0,0,0,1,1.0,1.0,95.0
20.0,0.0,4.0,0.0,3,2,3,1218.0,0,0,1,0.0,2.0,30.0
4.0,1.0,2.0,1.0,2,2,1,700.0,0,0,1,1.0,1.0,45.0
10.0,1.0,2.0,2.0,4,3,1,1680.0,0,0,0,3.0,2.0,70.0
35.0,1.0,3.0,0.0,6,6,3,3200.0,0,1,0,1.0,2.0,155.0
23.0,1.0,3.0,2.0,6,3,2,2200.0,0,0,1,3.0,1.0,135.0
10.0,1.0,2.0,0.0,3,2,2,880.0,0,0,1,3.0,1.0,80.0
25.0,1.0,1.0,1.0,2,2,1,740.0,0,0,1,1.0,1.0,25.0
9.0,0.0,2.0,1.0,1,1,1,780.0,0,0,1,3.0,1.0,35.0
35.0,0.0,2.0,2.0,3,2,3,1030.0,0,0,0,1.0,2.0,42.0
18.0,1.0,2.0,0.0,4,3,2,1000.0,0,0,1,3.0,1.0,120.0
26.0,0.0,4.0,0.0,2,2,1,1092.0,0,0,0,1.0,2.0,21.5
17.0,1.0,2.0,2.0,6,6,1,1500.0,0,0,1,1.0,1.0,200.0
22.0,0.0,6.0,1.0,3,3,0,1680.0,0,0,1,1.0,2.0,55.0
4.0,1.0,1.0,2.0,5,3,1,2590.0,0,0,0,3.0,1.0,96.0
32.0,0.0,3.0,2.0,2,2,1,780.0,0,0,1,3.0,2.0,22.0
26.0,0.0,3.0,0.0,2,2,2,544.1593531307893,0,0,1,1.0,1.0,25.0
31.0,0.0,1.0,0.0,2,2,2,505.2908279071616,0,0,1,3.0,1.0,16.53
32.0,1.0,1.0,1.0,2,3,0,1200.0,0,0,1,3.0,1.0,86.0
18.0,0.0,4.0,0.0,3,2,0,738.5019792489285,0,0,1,1.0,2.0,44.0
35.0,1.0,2.0,2.0,6,7,3,2100.0,1,0,0,3.0,1.0,200.0
10.0,0.0,2.0,1.0,2,2,1,720.0,0,0,1,1.0,2.0,25.0
14.0,0.0,4.0,1.0,3,2,2,1150.0,0,0,0,3.0,2.0,57.0
26.0,0.0,6.0,0.0,4,3,2,1498.7703326230885,0,0,2,3.0,2.0,93.0
20.0,1.0,2.0,1.0,3,2,2,872.0,0,0,1,1.0,2.0,95.0
6.0,0.0,1.0,0.0,3,3,2,1061.1107386050392,0,0,1,1.0,1.0,60.0
3.0,1.0,2.0,1.0,3,3,2,990.0,0,0,1,3.0,1.0,70.0
7.0,0.0,2.0,2.0,2,2,1,780.0,0,0,1,3.0,2.0,25.0
34.0,0.0,1.0,0.0,3,2,2,1049.4501810379509,0,0,1,1.0,2.0,52.0
4.0,0.0,2.0,1.0,3,2,1,1500.0,0,0,1,1.0,2.0,30.0
20.0,1.0,2.0,0.0,3,2,1,600.0,0,0,1,1.0,2.0,40.0
9.0,0.0,3.0,1.0,3,3,3,1800.0,0,0,1,3.0,2.0,90.0
13.0,1.0,2.0,1.0,4,4,2,2200.0,1,1,2,0.0,2.0,250.0
14.0,0.0,2.0,0.0,2,1,1,540.0,0,0,1,3.0,1.0,10.5
25.0,1.0,2.0,2.0,3,3,1,2620.0,0,0,1,3.0,1.0,400.0
26.0,0.0,5.0,1.0,3,2,1,1440.0,0,0,1,0.0,2.0,55.0
18.0,1.0,1.0,1.0,3,2,0,900.0,0,0,1,3.0,2.0,50.0
22.0,1.0,2.0,0.0,5,4,0,1200.0,0,0,1,3.0,1.0,150.0
20.0,1.0,2.0,0.0,3,3,1,1000.0,0,0,1,1.0,2.0,80.0
34.0,0.0,3.0,2.0,3,2,1,914.4,0,0,0,3.0,1.0,51.0
22.0,0.0,1.0,2.0,2,2,1,780.0,0,0,0,3.0,2.0,35.0
20.0,0.0,1.0,0.0,3,2,1,932.8446053670676,0,0,0,0.0,2.0,33.0
9.0,1.0,3.0,1.0,5,5,2,4200.0,1,0,0,2.0,2.0,280.0
33.0,0.0,3.0,1.0,3,3,2,1482.0,0,0,1,1.0,2.0,27.0
12.0,1.0,2.0,0.0,3,4,0,1005.0,0,0,1,3.0,1.0,100.0
14.0,0.0,1.0,1.0,1,1,1,370.0,0,0,0,3.0,1.0,7.0
36.0,1.0,2.0,1.0,3,10,0,1000.0,0,0,1,1.0,2.0,90.0
14.0,0.0,3.0,1.0,3,2,1,1260.0,0,0,1,2.0,2.0,51.0
11.0,1.0,1.0,1.0,1,1,0,450.0,0,0,1,1.0,1.0,32.0
1.0,0.0,5.0,0.0,4,3,2,1864.0,1,0,1,1.0,2.0,60.0
1.0,1.0,2.0,2.0,6,5,2,3500.0,0,0,1,3.0,1.0,515.0
23.0,0.0,6.0,0.0,4,3,3,2400.0,0,0,1,3.0,1.0,65.0
6.0,1.0,2.0,2.0,4,4,2,1200.0,0,0,1,3.0,1.0,145.0
1.0,1.0,1.0,1.0,3,3,2,1000.0,0,0,1,1.0,1.0,127.0
32.0,1.0,2.0,2.0,4,4,1,1800.0,0,0,1,3.0,1.0,54.9
6.0,0.0,2.0,0.0,2,2,0,520.8382379966126,0,0,1,3.0,2.0,35.0
7.0,1.0,2.0,1.0,5,5,3,1400.0,1,0,1,3.0,1.0,135.0
16.0,0.0,3.0,2.0,2,2,2,621.896403578045,0,0,0,3.0,2.0,30.0
9.0,1.0,2.0,0.0,4,3,2,1415.0,1,1,2,1.0,2.0,175.0
17.0,0.0,2.0,2.0,2,2,1,660.0,0,0,0,3.0,1.0,25.0
6.0,1.0,2.0,1.0,3,3,2,1175.0,0,0,0,1.0,2.0,92.0
22.0,1.0,2.0,2.0,3,3,2,1200.0,0,0,1,3.0,2.0,55.0
22.0,0.0,1.0,1.0,3,2,3,1093.0,0,0,1,1.0,2.0,33.0
18.0,0.0,1.0,0.0,3,2,2,1818.0,0,0,0,2.0,2.0,48.0
9.0,0.0,5.0,0.0,3,3,2,1318.0,0,0,1,0.0,2.0,95.0
12.0,1.0,3.0,0.0,4,3,2,2080.0,0,0,1,1.0,1.0,225.0
18.0,1.0,2.0,2.0,3,3,2,1800.0,0,0,0,1.0,1.0,50.0
3.0,1.0,2.0,0.0,4,3,2,2400.0,0,0,0,1.0,1.0,125.0
15.0,0.0,3.0,1.0,3,2,1,1620.0,0,0,2,3.0,2.0,70.0
13.0,0.0,5.0,2.0,3,3,3,1025.0,0,0,1,1.0,1.0,25.0
9.0,0.0,2.0,0.0,2,2,1,900.0,0,0,2,3.0,1.0,38.0
26.0,1.0,3.0,1.0,2,5,3,600.0,0,0,1,1.0,1.0,55.0
32.0,0.0,3.0,2.0,2,2,2,604.8,0,0,1,3.0,1.0,16.5
22.0,0.0,5.0,1.0,3,3,3,1321.5298576033456,0,0,1,3.0,1.0,42.0
26.0,1.0,2.0,0.0,4,4,2,1800.0,0,0,1,0.0,1.0,75.0
15.0,0.0,5.0,1.0,1,1,0,600.0,0,0,1,3.0,2.0,10.0
10.0,0.0,1.0,0.0,2,2,1,425.22166594648826,0,0,1,3.0,1.0,22.5
13.0,1.0,1.0,2.0,3,2,0,1050.0,0,0,1,3.0,1.0,65.0
18.0,0.0,1.0,1.0,2,1,1,1140.0,0,0,1,3.0,1.0,100.0
22.0,0.0,2.0,2.0,2,2,1,654.0,0,0,1,3.0,2.0,21.0
33.0,0.0,1.0,0.0,3,2,2,1561.0,0,0,1,1.0,2.0,55.0
28.0,0.0,3.0,1.0,3,2,1,1450.0,0,0,1,0.0,1.0,55.0
1.0,0.0,1.0,2.0,2,2,1,780.0,0,0,1,3.0,1.0,35.0
25.0,1.0,3.0,2.0,6,5,2,3000.0,1,0,1,1.0,1.0,175.0
12.0,1.0,3.0,0.0,7,10,3,2400.0,1,0,1,1.0,1.0,325.0
12.0,0.0,9.0,0.0,3,4,3,2110.0,1,0,0,2.0,2.0,240.0
26.0,0.0,5.0,1.0,2,1,1,505.2908279071616,0,0,1,1.0,2.0,14.5
20.0,1.0,1.0,1.0,3,2,2,1250.0,0,0,1,1.0,1.0,95.0
15.0,0.0,4.0,1.0,3,3,2,1204.9242819324622,1,0,0,1.0,1.0,45.0
10.0,0.0,33.0,1.0,3,2,1,1243.79280715609,0,0,1,3.0,1.0,95.0
20.0,0.0,1.0,2.0,2,2,1,645.2175187122217,0,0,1,3.0,1.0,22.0
4.0,0.0,3.0,0.0,2,2,2,876.0,0,0,0,1.0,2.0,31.5
9.0,0.0,4.0,0.0,3,4,2,1492.551368587308,0,0,1,0.0,2.0,90.0
3.0,1.0,2.0,2.0,3,2,1,700.0,0,0,0,1.0,1.0,55.0
18.0,0.0,4.0,1.0,3,2,2,1243.2,0,0,0,0.0,2.0,55.0
4.0,1.0,1.0,1.0,2,1,1,720.0,1,0,1,0.0,1.0,25.0
10.0,1.0,2.0,2.0,3,3,2,900.0,0,0,1,3.0,2.0,29.11
10.0,1.0,2.0,0.0,3,3,2,1100.0,0,0,1,3.0,1.0,85.0
25.0,1.0,3.0,1.0,4,4,3,1452.0,0,0,1,1.0,1.0,175.0
12.0,1.0,2.0,0.0,4,3,3,2080.0,0,0,1,0.0,2.0,225.0
22.0,0.0,1.0,1.0,1,1,0,699.6334540253006,0,0,1,3.0,1.0,8.5
18.0,0.0,3.0,1.0,3,2,1,1103.86611635103,0,0,2,2.0,2.0,43.0
18.0,1.0,2.0,0.0,4,4,2,1250.0,0,0,1,0.0,2.0,90.0
8.0,1.0,1.0,0.0,2,2,1,1500.0,0,0,1,3.0,1.0,250.0
4.0,0.0,6.0,1.0,2,2,2,839.5601448303607,0,0,1,1.0,2.0,40.0
17.0,1.0,1.0,2.0,4,3,0,2400.0,0,0,1,3.0,1.0,250.0
1.0,1.0,2.0,0.0,4,3,2,1800.0,1,1,1,0.0,0.0,200.0
26.0,0.0,1.0,1.0,3,3,2,1095.0,0,0,1,0.0,2.0,63.0
14.0,0.0,1.0,1.0,4,3,1,1284.0,0,0,1,3.0,2.0,60.0
10.0,0.0,3.0,2.0,2,2,2,602.4,0,0,1,3.0,1.0,12.0
9.0,0.0,6.0,1.0,3,3,2,1209.0,0,0,0,1.0,2.0,55.0
34.0,0.0,1.0,0.0,3,2,2,1342.0,0,0,1,3.0,1.0,70.0
18.0,0.0,2.0,1.0,2,1,1,850.0,0,0,1,0.0,2.0,21.0
4.0,0.0,1.0,1.0,2,2,3,946.0,0,0,1,3.0,2.0,27.5
0.0,1.0,2.0,2.0,6,4,0,2000.0,0,0,1,3.0,1.0,120.0
0.0,0.0,1.0,3.0,2,2,1,3936.0,0,0,1,3.0,1.0,650.0
12.0,1.0,2.0,2.0,4,2,2,2400.0,0,1,0,3.0,2.0,120.0
9.0,1.0,2.0,1.0,3,5,1,1380.0,0,0,1,1.0,2.0,65.0
20.0,0.0,6.0,1.0,3,3,3,1006.0,0,0,1,1.0,2.0,26.0
0.0,1.0,2.0,2.0,3,3,1,2160.0,0,0,1,3.0,1.0,290.0
16.0,0.0,2.0,2.0,3,2,2,1320.0,0,0,1,3.0,1.0,29.0
10.0,1.0,2.0,2.0,2,2,1,800.0,0,0,1,3.0,1.0,65.0
10.0,1.0,2.0,2.0,3,2,1,1650.0,0,0,1,3.0,1.0,62.0
20.0,0.0,5.0,1.0,2,2,2,960.0,0,0,2,1.0,2.0,40.0
4.0,0.0,3.0,1.0,1,1,1,540.0,0,0,1,1.0,2.0,14.0
17.0,1.0,1.0,2.0,4,4,3,4000.0,0,0,1,1.0,1.0,400.0
9.0,1.0,3.0,0.0,4,2,2,1015.0,0,0,1,3.0,1.0,90.0
22.0,0.0,1.0,0.0,3,2,1,860.0,0,0,1,3.0,1.0,25.0
19.0,1.0,3.0,1.0,5,4,2,1380.0,0,0,1,0.0,1.0,85.0
20.0,0.0,2.0,0.0,3,2,1,1036.0,0,0,1,0.0,2.0,32.0
20.0,0.0,3.0,0.0,3,2,2,1069.0,0,0,1,1.0,2.0,36.9
9.0,1.0,2.0,1.0,2,2,1,1150.0,0,0,1,1.0,2.0,110.0
8.0,1.0,1.0,1.0,5,5,2,2500.0,0,0,1,1.0,1.0,250.0
30.0,1.0,2.0,1.0,4,4,1,1050.0,0,0,1,0.0,1.0,65.0
26.0,1.0,2.0,1.0,4,4,2,1800.0,1,0,1,1.0,1.0,100.0
32.0,1.0,2.0,1.0,4,4,1,1000.0,0,0,0,1.0,1.0,85.0
6.0,1.0,2.0,2.0,3,3,2,2500.0,0,0,0,3.0,2.0,95.0
27.0,1.0,1.0,3.0,2,2,1,600.0,1,0,1,2.0,1.0,18.0
20.0,0.0,6.0,1.0,3,3,1,2520.0,0,0,2,0.0,2.0,43.0
1.0,0.0,5.0,1.0,5,4,3,3000.0,0,0,1,1.0,2.0,75.0
18.0,0.0,5.0,1.0,2,1,1,969.0,0,0,1,0.0,2.0,25.0
10.0,1.0,2.0,0.0,3,2,1,450.0,0,0,1,3.0,1.0,10.4
22.0,0.0,1.0,0.0,2,2,2,880.8,0,0,1,2.0,2.0,45.0
4.0,1.0,2.0,0.0,2,3,1,800.0,0,0,1,3.0,2.0,92.0
4.0,1.0,2.0,1.0,5,4,2,3600.0,0,0,1,0.0,2.0,275.0
12.0,1.0,3.0,1.0,6,3,3,2000.0,0,0,1,3.0,1.0,30.0
16.0,1.0,1.0,2.0,4,3,2,2500.0,0,0,1,1.0,1.0,300.0
18.0,1.0,2.0,3.0,5,5,3,2400.0,0,0,1,3.0,1.0,300.0
9.0,1.0,2.0,0.0,4,4,2,2200.0,0,0,1,0.0,1.0,110.0
20.0,0.0,1.0,1.0,2,1,2,798.0,0,0,2,1.0,2.0,16.0
10.0,1.0,2.0,1.0,4,4,2,1500.0,0,0,1,3.0,1.0,60.0
5.0,1.0,2.0,0.0,3,3,2,1260.0,0,0,1,1.0,2.0,99.0
10.0,1.0,1.0,2.0,3,2,0,1000.0,0,0,1,3.0,1.0,80.0
34.0,0.0,2.0,2.0,5,4,2,1200.0,0,0,1,3.0,1.0,23.0
10.0,1.0,2.0,2.0,10,4,3,3960.0,0,0,1,2.0,1.0,1200.0
10.0,1.0,2.0,1.0,5,2,1,1600.0,0,0,1,3.0,1.0,125.0
33.0,0.0,1.0,1.0,3,2,2,1482.0,0,0,1,1.0,1.0,30.0
20.0,1.0,2.0,1.0,2,2,1,752.0,0,0,1,1.0,1.0,27.0
20.0,1.0,2.0,1.0,6,6,2,2290.0,0,1,1,1.0,2.0,196.0
18.0,0.0,5.0,1.0,3,3,3,1557.0,0,0,1,3.0,2.0,36.0
22.0,0.0,5.0,1.0,2,2,2,1177.2,0,0,1,1.0,2.0,19.0
9.0,0.0,2.0,0.0,3,3,1,1172.0,0,0,0,0.0,2.0,70.0
17.0,0.0,2.0,2.0,2,2,0,720.0,0,0,1,3.0,1.0,18.0
10.0,1.0,1.0,2.0,3,2,1,1065.0,0,0,1,3.0,1.0,55.0
9.0,1.0,2.0,0.0,4,7,0,1000.0,0,0,1,3.0,2.0,150.0
18.0,0.0,1.0,0.0,2,1,1,621.896403578045,0,0,1,3.0,2.0,30.0
17.0,1.0,2.0,2.0,4,4,1,1500.0,0,0,1,1.0,1.0,170.0
18.0,0.0,2.0,1.0,3,3,2,1500.0,1,1,1,0.0,0.0,45.0
22.0,0.0,4.0,0.0,2,2,0,505.2908279071616,0,0,1,3.0,2.0,12.0
22.0,0.0,1.0,0.0,2,2,1,583.0278783544172,0,0,1,3.0,1.0,35.0
9.0,1.0,2.0,1.0,4,3,3,3500.0,0,0,0,1.0,2.0,160.0
18.0,1.0,2.0,1.0,3,3,3,1811.0,0,0,0,1.0,2.0,140.0
9.0,0.0,1.0,1.0,1,1,1,660.0,0,0,0,1.0,2.0,19.0
32.0,1.0,2.0,2.0,8,4,2,2000.0,0,0,1,1.0,1.0,130.0
33.0,0.0,1.0,1.0,2,1,1,720.0,0,0,1,1.0,1.0,16.0
10.0,1.0,1.0,3.0,2,2,1,690.0,0,0,1,3.0,1.0,25.0
26.0,1.0,2.0,0.0,4,4,3,3500.0,0,0,0,1.0,2.0,125.0
29.0,1.0,5.0,1.0,4,3,0,4000.0,0,0,1,3.0,1.0,20.0
3.0,1.0,2.0,0.0,3,3,1,980.0,0,0,1,3.0,1.0,85.0
35.0,0.0,1.0,2.0,2,2,1,720.0,0,0,1,3.0,2.0,30.0
18.0,1.0,2.0,1.0,4,4,3,1130.0,0,0,2,2.0,2.0,145.0
36.0,1.0,2.0,0.0,2,4,1,1300.0,0,0,1,3.0,1.0,60.0
9.0,1.0,2.0,2.0,4,3,3,2800.0,0,0,0,1.0,2.0,180.0
13.0,0.0,2.0,2.0,3,2,3,932.8446053670676,0,0,0,3.0,1.0,70.0
6.0,0.0,2.0,0.0,2,2,1,900.0,0,0,1,3.0,1.0,25.0
10.0,1.0,1.0,1.0,1,1,1,805.0,0,0,1,1.0,1.0,30.0
32.0,0.0,1.0,2.0,2,2,0,840.0,0,0,1,3.0,1.0,30.0
28.0,1.0,1.0,1.0,1,1,1,600.0,0,0,1,3.0,1.0,18.0
1.0,0.0,1.0,0.0,2,2,2,1320.0,0,0,0,3.0,1.0,55.0
12.0,0.0,4.0,1.0,3,3,3,2118.0,1,0,0,0.0,2.0,200.0
18.0,0.0,6.0,1.0,2,2,2,694.9692309984653,0,0,1,1.0,2.0,39.0
35.0,1.0,2.0,0.0,4,3,2,1170.0,0,0,1,3.0,1.0,115.0
34.0,0.0,2.0,2.0,3,1,1,960.0,0,0,1,3.0,1.0,33.0
34.0,0.0,2.0,1.0,2,2,1,684.0,0,0,1,3.0,1.0,25.0
9.0,1.0,3.0,1.0,6,5,3,3500.0,1,0,1,1.0,1.0,180.0
6.0,1.0,2.0,2.0,4,4,3,3600.0,0,0,1,1.0,1.0,180.0
20.0,0.0,4.0,0.0,3,2,1,917.2971952776164,0,0,1,0.0,2.0,35.0
22.0,0.0,2.0,2.0,3,1,0,900.0,0,0,1,3.0,2.0,20.0
30.0,0.0,1.0,0.0,2,2,2,731.0,0,0,1,3.0,1.0,28.0
36.0,0.0,1.0,0.0,4,3,1,1399.2669080506012,0,0,1,1.0,2.0,72.0
34.0,0.0,3.0,1.0,3,2,0,855.1075549198118,0,0,1,3.0,1.0,46.0
9.0,0.0,5.0,1.0,2,2,2,750.0,0,0,0,1.0,2.0,30.0
17.0,1.0,2.0,2.0,3,3,1,2400.0,0,0,1,1.0,1.0,240.0
25.0,1.0,2.0,1.0,3,3,2,2880.0,0,0,1,1.0,2.0,100.0
6.0,1.0,1.0,2.0,3,2,0,2319.0,0,0,1,1.0,2.0,200.0
6.0,1.0,2.0,0.0,4,3,2,1100.0,0,0,0,0.0,1.0,125.0
10.0,1.0,2.0,2.0,3,3,2,945.0,0,0,1,1.0,1.0,68.0
24.0,0.0,2.0,1.0,3,2,3,1410.0,0,0,1,1.0,2.0,30.0
35.0,0.0,1.0,2.0,2,2,2,10200.0,0,0,1,1.0,2.0,30.0
26.0,0.0,1.0,1.0,4,4,2,1411.0,1,0,1,0.0,2.0,87.0
20.0,0.0,4.0,1.0,2,2,2,900.0,0,0,0,1.0,2.0,30.0
31.0,1.0,3.0,0.0,2,3,1,850.0,0,0,1,3.0,1.0,180.0
33.0,0.0,1.0,1.0,3,3,3,1511.0,0,0,1,1.0,2.0,58.0
4.0,1.0,2.0,1.0,2,2,2,1296.0,0,0,0,3.0,1.0,27.99
0.0,1.0,3.0,2.0,2,3,2,500.0,0,0,1,3.0,1.0,35.0
15.0,1.0,1.0,0.0,7,4,1,1500.0,0,0,1,1.0,1.0,150.0
15.0,1.0,2.0,1.0,5,4,2,3600.0,0,0,1,3.0,1.0,260.0
10.0,1.0,2.0,1.0,2,2,1,840.0,0,0,1,1.0,1.0,23.0
26.0,1.0,1.0,1.0,1,1,1,512.0,0,0,1,1.0,1.0,30.0
9.0,1.0,3.0,1.0,4,5,3,1200.0,0,0,1,1.0,1.0,145.0
31.0,1.0,3.0,2.0,3,3,3,1500.0,0,0,1,3.0,1.0,65.0
26.0,0.0,1.0,1.0,3,2,2,1502.0,0,0,1,3.0,2.0,42.0
18.0,1.0,2.0,1.0,4,3,2,1650.0,0,0,1,3.0,1.0,72.0
20.0,0.0,5.0,0.0,2,2,1,783.0,0,0,0,3.0,2.0,23.9
22.0,0.0,2.0,0.0,3,2,1,1424.4,0,0,0,3.0,1.0,50.0
20.0,0.0,2.0,0.0,2,2,1,1000.0,0,0,1,0.0,2.0,26.0
30.0,1.0,2.0,2.0,3,3,1,1400.0,0,0,0,1.0,2.0,56.9
12.0,0.0,4.0,2.0,2,2,2,942.0,0,0,1,0.0,1.0,50.0
6.0,0.0,3.0,0.0,3,2,1,1560.0,0,0,2,1.0,0.0,60.0
4.0,0.0,1.0,0.0,3,3,0,1189.376871843011,0,0,1,3.0,1.0,51.0
23.0,1.0,2.0,1.0,5,4,2,1400.0,0,0,1,1.0,1.0,115.0
13.0,1.0,2.0,0.0,6,5,3,1800.0,1,0,0,1.0,1.0,230.0
14.0,0.0,2.0,1.0,3,2,1,1500.0,0,0,2,0.0,2.0,55.0
0.0,0.0,3.0,2.0,2,2,1,600.0,0,0,1,3.0,1.0,30.0
22.0,0.0,1.0,0.0,2,2,3,831.0,0,0,1,1.0,2.0,22.99
20.0,0.0,3.0,0.0,3,3,3,1215.0,0,0,1,0.0,2.0,37.0
18.0,0.0,2.0,0.0,3,2,2,777.3705044725563,0,0,1,0.0,1.0,35.0
4.0,0.0,3.0,1.0,1,1,1,460.0,0,0,1,1.0,1.0,15.0
3.0,1.0,2.0,2.0,3,2,2,1300.0,0,0,1,1.0,1.0,80.0
18.0,0.0,4.0,1.0,3,3,3,1110.0,0,0,1,3.0,2.0,42.0
4.0,0.0,4.0,0.0,3,3,3,1252.0,0,0,1,0.0,2.0,44.0
26.0,0.0,6.0,1.0,3,4,2,1800.0,1,1,0,3.0,2.0,37.8
1.0,1.0,2.0,2.0,1,1,2,4000.0,1,1,1,1.0,2.0,900.0
10.0,0.0,3.0,0.0,2,2,2,720.0,0,0,1,3.0,1.0,40.0
9.0,0.0,6.0,0.0,4,4,3,4200.0,1,0,1,0.0,1.0,210.0
22.0,1.0,2.0,2.0,6,6,2,2400.0,1,0,1,3.0,2.0,196.0
26.0,0.0,3.0,0.0,2,2,2,780.0,0,0,1,1.0,2.0,25.0
19.0,1.0,1.0,0.0,3,3,2,2024.0,0,0,1,1.0,1.0,72.0
24.0,1.0,1.0,0.0,2,2,1,1000.0,0,0,1,1.0,2.0,55.0
4.0,1.0,1.0,2.0,1,1,0,990.0,0,0,1,3.0,2.0,45.0
20.0,0.0,1.0,0.0,2,2,2,960.0,0,0,0,3.0,2.0,30.0
20.0,0.0,1.0,1.0,2,2,2,900.0,0,0,0,3.0,1.0,22.0
16.0,0.0,1.0,2.0,2,2,2,597.6,0,0,1,3.0,1.0,18.0
33.0,0.0,1.0,1.0,3,3,3,1360.3983828269734,0,0,1,0.0,2.0,60.0
1.0,1.0,1.0,2.0,3,2,2,900.0,0,0,0,3.0,1.0,125.0
8.0,1.0,1.0,2.0,3,2,1,1200.0,0,0,1,1.0,1.0,35.0
3.0,1.0,2.0,1.0,3,3,2,900.0,0,0,1,1.0,1.0,68.0
1.0,1.0,2.0,2.0,5,4,3,2400.0,0,0,1,3.0,1.0,600.0
20.0,1.0,2.0,0.0,4,3,3,1850.0,0,0,1,1.0,2.0,130.0
15.0,0.0,1.0,1.0,1,1,1,422.4,0,0,1,3.0,1.0,9.5
